"/Users/ganasene/Downloads/projet_xml_insyco/code/SUPprd.xml","B","C","D","E","F","I"
"Jx_TRACO_03_EXTR_PENEF_OEUVCTX","SUPprdJS_TRACO_01_EXTR_FEUILLET_PORTAILlog.txt","\(2)\(2)0\(1)\(3)file \(2)#PAR_PATH_SOURCES##PAR_FIC_OEUVCTX#_#PAR_NUM_REPART#_CTX_OEUV.csv\(2)0","/work/home/dsprd1/applications/sup/traco/datastage/sources/FF_PENEF/647_CTX_OEUV.csv","NaN","NaN","CustomOutput"
"Jx_TRACO_03_EXTR_PENEF_OEUVCTX","SUPprdJS_TRACO_01_EXTR_FEUILLET_PORTAILlog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_REJETS#REJ_#PAR_FIC_SELDR#_20190521112120.csv\(2)0","/work/home/dsprd1/applications/sup/traco/datastage/ftp/rejets/_20190521112120.csv","NaN","NaN","CustomInput"
"Jx_TRACO_01_EXTR_PENEF_INFOAD","SUPprdJS_TRACO_01_EXTR_FEUILLET_PORTAILlog.txt","NaN","NaN","#PAR_PATH_DATASET#DS_01_EXTR_PENEF_INFOAD.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_01_EXTR_PENEF_INFOAD.ds","CustomInput"
"Jx_TRACO_01_EXTR_PENEF_INFOAD","SUPprdJS_TRACO_01_EXTR_FEUILLET_PORTAILlog.txt","\(2)\(2)0\(1)\(3)file \(2)#PAR_PATH_SOURCES##PAR_FIC_INFOAD#_#PAR_NUM_REPART#_INFO_AD.csv\(2)0","/work/home/dsprd1/applications/sup/traco/datastage/sources/FF_PENEF/647_INFO_AD.csv","NaN","NaN","CustomOutput"
"Jx_TRACO_01_EXTR_PENEF_INFOAD","SUPprdJS_TRACO_01_EXTR_FEUILLET_PORTAILlog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_REJETS#REJ_#PAR_FIC_SELDR#_20190521112120.csv\(2)0","/work/home/dsprd1/applications/sup/traco/datastage/ftp/rejets/_20190521112120.csv","NaN","NaN","CustomInput"
"Jx_REPART_05_CONVERT_CSV_XLS_IDE12","SUPprdJS_REPART_02_CONV_IDE12_CSV_XLSX_ZIP_ENlog.txt","\(2)\(2)0\(1)\(3)file \(2)#PAR_PATH_RESULTAT_IDE12#OM-#PAR_NUM_REPART#-#PAR_NUM_COAD#.csv\(2)0","","NaN","NaN","CustomOutput"
"PIVOLExtrTitrPourUlyssEtPenel40OraExtrEtChrgVentes","SUPprdCopyOfPIVOLExtrTitrPourUlyssEtPenel40OraExtrEtChrgVenteslog.txt","\(2)\(2)0\(1)\(3)file\(2)#ParRepTmp##ParFicRapprochVte#\(2)0","","NaN","NaN","CustomInput"
"CopyOfPIVOLExtrTitrPourUlyssEtPenel40OraExtrEtChrgVentes","SUPprdCopyOfPIVOLExtrTitrPourUlyssEtPenel40OraExtrEtChrgVenteslog.txt","\(2)\(2)0\(1)\(3)file\(2)#ParRepTmp##ParFicRapprochVte#BIS\(2)0","","NaN","NaN","CustomInput"
"Jx_TRACO_06_EXTR_PENEF_OEUVCTX_PT","SUPprdJx_TRACO_06_EXTR_PENEF_OEUVCTX_PTlog.txt","NaN","NaN","#PAR_PATH_DATASET#DS_03_EXTR_PENEF_OEUVCTX.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_03_EXTR_PENEF_OEUVCTX.ds","CustomOutput"
"Jx_TRACO_06_EXTR_PENEF_OEUVCTX_PT","SUPprdJx_TRACO_06_EXTR_PENEF_OEUVCTX_PTlog.txt","NaN","NaN","#PAR_PATH_DATASET#DS_06_EXTR_PENEF_OEUVCTX_PT.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_06_EXTR_PENEF_OEUVCTX_PT.ds","CustomInput"
"Jx_TRACO_02_EXTR_PENEL_DATDECL_IDFIC_IDEXPLOIT","SUPprdJS_TRACO_00_EXTR_PENELlog.txt","NaN","NaN","#PAR_PATH_DATASET#DS_02_EXTR_PENEL_DATDECL_IDFIC_IDEXPLOIT.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_02_EXTR_PENEL_DATDECL_IDFIC_IDEXPLOIT.ds","CustomInput"
"Jx_TRACO_02_EXTR_PENEL_DATDECL_IDFIC_IDEXPLOIT","SUPprdJS_TRACO_00_EXTR_PENELlog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_LISTE_IDEXPLOIT_PENEL#\(2)0","/work/home/dsprd1/applications/sup/traco/datastage/ini/LISTE_IDEXPLOIT_PENELPAR_LISTE_IDEXPLOIT_PENEL","NaN","NaN","CustomInput"
"Jx_TRACO_02_EXTR_PENEL_DATDECL_IDFIC_IDEXPLOIT","SUPprdJS_TRACO_00_EXTR_PENELlog.txt","NaN","NaN","#PAR_PATH_DATASET#DS_07_RAP_WEBDR_ELIZA_PIVOT_OK.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_07_RAP_WEBDR_ELIZA_PIVOT_OK.ds","CustomOutput"
"Jx_TRACO_05_EXTR_PENEL_KEYLIG","SUPprdJS_TRACO_00_EXTR_PENELlog.txt","NaN","NaN","#PAR_PATH_DATASET#DS_05_EXTR_PENEL_KEYLIG.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_05_EXTR_PENEL_KEYLIG.ds","CustomInput"
"Jx_TRACO_05_EXTR_PENEL_KEYLIG","SUPprdJS_TRACO_00_EXTR_PENELlog.txt","NaN","NaN","#PAR_PATH_DATASET#DS_02_EXTR_PENEL_DATDECL_IDFIC_IDEXPLOIT.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_02_EXTR_PENEL_DATDECL_IDFIC_IDEXPLOIT.ds","CustomOutput"
"Jx_TRACO_06_RAP_PENEL_RECUP_KEYLIG","SUPprdJS_TRACO_00_EXTR_PENELlog.txt","NaN","NaN","#PAR_PATH_DATASET#DS_06_RAP_PENEL_RECUP_KEYLIG.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_06_RAP_PENEL_RECUP_KEYLIG.ds","CustomInput"
"Jx_TRACO_06_RAP_PENEL_RECUP_KEYLIG","SUPprdJS_TRACO_00_EXTR_PENELlog.txt","NaN","NaN","#PAR_PATH_DATASET#DS_05_EXTR_PENEL_KEYLIG.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_05_EXTR_PENEL_KEYLIG.ds","CustomOutput"
"Jx_TRACO_06_RAP_PENEL_RECUP_KEYLIG","SUPprdJS_TRACO_00_EXTR_PENELlog.txt","NaN","NaN","#PAR_PATH_DATASET#DS_02_EXTR_PENEL_DATDECL_IDFIC_IDEXPLOIT.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_02_EXTR_PENEL_DATDECL_IDFIC_IDEXPLOIT.ds","CustomOutput"
"Jx_TRACO_07_RAP_PENEL_RECUP_NUMSEQFELIX","SUPprdJS_TRACO_00_EXTR_PENELlog.txt","NaN","NaN","#PAR_PATH_DATASET#DS_06_RAP_PENEL_RECUP_KEYLIG.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_06_RAP_PENEL_RECUP_KEYLIG.ds","CustomInput"
"Jx_TRACO_07_RAP_PENEL_RECUP_NUMSEQFELIX","SUPprdJS_TRACO_00_EXTR_PENELlog.txt","NaN","NaN","#PAR_PATH_DATASET#DS_05_EXTR_PENEL_KEYLIG.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_05_EXTR_PENEL_KEYLIG.ds","CustomOutput"
"Jx_TRACO_07_RAP_PENEL_RECUP_NUMSEQFELIX","SUPprdJS_TRACO_00_EXTR_PENELlog.txt","NaN","NaN","#PAR_PATH_DATASET#DS_02_EXTR_PENEL_DATDECL_IDFIC_IDEXPLOIT.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_02_EXTR_PENEL_DATDECL_IDFIC_IDEXPLOIT.ds","CustomOutput"
"Jx_FEUILLET_01_CHG_CPTRENDU","SUPprdJx_FEUILLET_01_CHG_CPTRENDUlog.txt","\(2)\(2)0\(1)\(3)file \(2)#PAR_PATH_COMPTE_RENDU##PAR_FIC_CPTE_RENDU_REJETS_BL#.csv\(2)0","/work/home/dsprd1/applications/sup/feuillet/datastage/cpterendu/CPTE_RENDU_REJETS_BL.csv","NaN","NaN","CustomOutput"
"Jx_FEUILLET_01_CHG_CPTRENDU","SUPprdJx_FEUILLET_01_CHG_CPTRENDUlog.txt","\(2)\(2)0\(1)\(3)file \(2)#PAR_PATH_COMPTE_RENDU##PAR_FIC_CPTE_RENDU_REJETS_NB#.csv\(2)0","/work/home/dsprd1/applications/sup/feuillet/datastage/cpterendu/CPTE_RENDU_REJETS_NB.csv","NaN","NaN","CustomOutput"
"Jx_TRACO_01_EXTR_PENEF_INFOAD","SUPprdJx_TRACO_01_EXTR_PENEF_INFOADlog.txt","NaN","NaN","#PAR_PATH_DATASET#DS_01_EXTR_PENEF_INFOAD.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_01_EXTR_PENEF_INFOAD.ds","CustomInput"
"Jx_TRACO_01_EXTR_PENEF_INFOAD","SUPprdJx_TRACO_01_EXTR_PENEF_INFOADlog.txt","\(2)\(2)0\(1)\(3)file \(2)#PAR_PATH_SOURCES##PAR_FIC_INFOAD#_#PAR_NUM_REPART#_INFO_AD.csv\(2)0","/work/home/dsprd1/applications/sup/traco/datastage/sources/FF_PENEF/647_INFO_AD.csv","NaN","NaN","CustomOutput"
"Jx_TRACO_01_EXTR_PENEF_INFOAD","SUPprdJx_TRACO_01_EXTR_PENEF_INFOADlog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_REJETS#REJ_#PAR_FIC_SELDR#_20190521112120.csv\(2)0","/work/home/dsprd1/applications/sup/traco/datastage/rejets/_20190521112120.csv","NaN","NaN","CustomInput"
"Jx_FEUILLET_02_CPTR_REJETS_NB","SUPprdJx_FEUILLET_02_CPTR_REJETS_NBlog.txt","\(2)\(2)0\(1)\(3)filepattern\(2)#PAR_PATH_REJETS#REJETS_NB*.csv\(2)0","/work/home/dsprd1/applications/sup/feuillet/datastage/rejets/REJETS_NB*.csv","NaN","NaN","CustomOutput"
"Jx_FEUILLET_02_CPTR_REJETS_NB","SUPprdJx_FEUILLET_02_CPTR_REJETS_NBlog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_COMPTE_RENDU##PAR_FIC_CPTE_RENDU_REJETS_NB#.csv\(2)0","/work/home/dsprd1/applications/sup/feuillet/datastage/cpterendu/CPTE_RENDU_REJETS_NB.csv","NaN","NaN","CustomInput"
"Jx_TRACO_05_EXTR_RELATLIGOEUV_OEUVCTX_AD_INFOAD","SUPprdJx_TRACO_05_EXTR_RELATLIGOEUV_OEUVCTX_AD_INFOADlog.txt","NaN","NaN","#PAR_PATH_DATASET#DS_05_EXTR_RELATLIGOEUV_OEUVCTX_AD_INFOAD.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_05_EXTR_RELATLIGOEUV_OEUVCTX_AD_INFOAD.ds","CustomInput"
"Jx_TRACO_05_EXTR_RELATLIGOEUV_OEUVCTX_AD_INFOAD","SUPprdJx_TRACO_05_EXTR_RELATLIGOEUV_OEUVCTX_AD_INFOADlog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_SOURCES#SF_05_EXTR_RELATLIGOEUV_OEUVCTX_AD_INFOAD.csv\(2)0","/work/home/dsprd1/applications/sup/traco/datastage/sources/SF_05_EXTR_RELATLIGOEUV_OEUVCTX_AD_INFOAD.csv","NaN","NaN","CustomInput"
"Jx_FEUILLET_06_CTRL_COPSS_AUTOFACT","SUPprdJx_FEUILLET_06_CTRL_COPSS_AUTOFACTlog.txt","NaN","NaN","#PAR_PATH_DATASET##PAR_FIC_COPSS_AUTOFACT#.ds","/work/home/dsprd1/applications/sup/feuillet/datastage/dataset/DFN004.ds","CustomInput"
"Jx_FEUILLET_06_CTRL_COPSS_AUTOFACT","SUPprdJx_FEUILLET_06_CTRL_COPSS_AUTOFACTlog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_REJETS#REJETS_BL_TECH_06_CTL_#PAR_FIC_COPSS_AUTOFACT#.csv\(2)0","/work/home/dsprd1/applications/sup/feuillet/datastage/rejets/DFN004.csv","NaN","NaN","CustomInput"
"Jx_FEUILLET_06_CTRL_COPSS_AUTOFACT","SUPprdJx_FEUILLET_06_CTRL_COPSS_AUTOFACTlog.txt","\(2)\(2)0\(1)\(3)file \(2)#PAR_PATH_SOURCES##PAR_FIC_COPSS_AUTOFACT#.txt\(2)0","/work/home/dsprd1/applications/sup/feuillet/datastage/sources/DFN004.txt","NaN","NaN","CustomOutput"
"Jx_FEUILLET_09_APP_AUTOFACT_ROUTAGE_EDIT","SUPprdJS_FEUILLET_09_APP_AUTOFACT_ROUTAGE_EDITlog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_REJETS#REJETS_NB_FONC_09_APP_#PAR_FIC_COPSS_AUTOFACT#_#PAR_FIC_COPSS_ROUTAGE_EDIT#.csv\(2)0","/work/home/dsprd1/applications/sup/feuillet/datastage/rejets/DFN004/ROUTAG_FEUILLETN_EDIT_REQ.csv","NaN","NaN","CustomInput"
"Jx_FEUILLET_09_APP_AUTOFACT_ROUTAGE_EDIT","SUPprdJS_FEUILLET_09_APP_AUTOFACT_ROUTAGE_EDITlog.txt","NaN","NaN","#PAR_PATH_DATASET#DS_RAP_ROUTAGE_EDIT_OSCAR_PENEF_AUTOFACT.ds","/work/home/dsprd1/applications/sup/feuillet/datastage/dataset/DS_RAP_ROUTAGE_EDIT_OSCAR_PENEF_AUTOFACT.ds","CustomOutput"
"Jx_FEUILLET_09_APP_AUTOFACT_ROUTAGE_EDIT","SUPprdJS_FEUILLET_09_APP_AUTOFACT_ROUTAGE_EDITlog.txt","NaN","NaN","#PAR_PATH_DATASET##PAR_FIC_COPSS_AUTOFACT#.ds","/work/home/dsprd1/applications/sup/feuillet/datastage/dataset/DFN004.ds","CustomOutput"
"Jx_FEUILLET_09_APP_AUTOFACT_ROUTAGE_EDIT","SUPprdJS_FEUILLET_09_APP_AUTOFACT_ROUTAGE_EDITlog.txt","NaN","NaN","#PAR_PATH_DATASET#DS_RAP_AUTOFACT_ROUTAGE_EDIT_OSCAR_PENEF.ds","/work/home/dsprd1/applications/sup/feuillet/datastage/dataset/DS_RAP_AUTOFACT_ROUTAGE_EDIT_OSCAR_PENEF.ds","CustomInput"
"Jx_FEUILLET_08_APP_ROUTAGE_EDIT_AUTOFACT","SUPprdJx_FEUILLET_08_APP_ROUTAGE_EDIT_AUTOFACTlog.txt","NaN","NaN","#PAR_PATH_DATASET#DS_RAP_ROUTAGE_EDIT_OSCAR_PENEF.ds","/work/home/dsprd1/applications/sup/feuillet/datastage/dataset/DS_RAP_ROUTAGE_EDIT_OSCAR_PENEF.ds","CustomOutput"
"Jx_FEUILLET_08_APP_ROUTAGE_EDIT_AUTOFACT","SUPprdJx_FEUILLET_08_APP_ROUTAGE_EDIT_AUTOFACTlog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_REJETS#REJETS_BL_FONC_08_APP_#PAR_FIC_COPSS_ROUTAGE_EDIT#_#PAR_FIC_COPSS_AUTOFACT#.csv\(2)0","/work/home/dsprd1/applications/sup/feuillet/datastage/rejets/ROUTAG_FEUILLETN_EDIT_REQ/DFN004.csv","NaN","NaN","CustomInput"
"Jx_FEUILLET_08_APP_ROUTAGE_EDIT_AUTOFACT","SUPprdJx_FEUILLET_08_APP_ROUTAGE_EDIT_AUTOFACTlog.txt","NaN","NaN","#PAR_PATH_DATASET#DS_RAP_ROUTAGE_EDIT_OSCAR_PENEF_AUTOFACT.ds","/work/home/dsprd1/applications/sup/feuillet/datastage/dataset/DS_RAP_ROUTAGE_EDIT_OSCAR_PENEF_AUTOFACT.ds","CustomInput"
"Jx_FEUILLET_08_APP_ROUTAGE_EDIT_AUTOFACT","SUPprdJx_FEUILLET_08_APP_ROUTAGE_EDIT_AUTOFACTlog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_REJETS#REJETS_NB_FONC_08_APP_#PAR_FIC_COPSS_ROUTAGE_EDIT#_#PAR_FIC_COPSS_AUTOFACT#.csv\(2)0","/work/home/dsprd1/applications/sup/feuillet/datastage/rejets/ROUTAG_FEUILLETN_EDIT_REQ/DFN004.csv","NaN","NaN","CustomInput"
"Jx_FEUILLET_08_APP_ROUTAGE_EDIT_AUTOFACT","SUPprdJx_FEUILLET_08_APP_ROUTAGE_EDIT_AUTOFACTlog.txt","NaN","NaN","#PAR_PATH_DATASET##PAR_FIC_COPSS_AUTOFACT#.ds","/work/home/dsprd1/applications/sup/feuillet/datastage/dataset/DFN004.ds","CustomOutput"
"Jx_REPART_05_CONVERT_CSV_XLS_IDE12CMPLX","SUPprdJS_REPART_02_CONV_IDE12CMPLX_CSV_XLSX_ZIP_FR_2log.txt","\(2)\(2)0\(1)\(3)file \(2)#PAR_PATH_RESULTAT_IDE12CMPLX#OA-#PAR_NUM_REPART#-#PAR_NUM_COAD#.csv\(2)0","","NaN","NaN","CustomOutput"
"Jx_REPART_05_CONVERT_CSV_XLS_IDE12","SUPprdJS_REPART_02_CONV_IDE12CMPLX_CSV_XLSX_ZIP_FR_2log.txt","\(2)\(2)0\(1)\(3)file \(2)#PAR_PATH_RESULTAT_IDE12#OM-#PAR_NUM_REPART#-#PAR_NUM_COAD#.csv\(2)0","","NaN","NaN","CustomOutput"
"Jx_FEUILLET_06_CREAT_REJ_VIDE","SUPprdJS_FEUILLET_06_INIT_REJlog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_REJETS#REJETS_#PAR_FIC_REJ#.csv\(2)0","","NaN","NaN","CustomInput"
"Jx_FEUILLET_04_APP_ROUTAGE_EDIT_RELEVE","SUPprdJx_FEUILLET_04_APP_ROUTAGE_EDIT_RELEVElog.txt","NaN","NaN","#PAR_PATH_DATASET#DS_RAP_ROUTAGE_EDIT_OSCAR_PENEF.ds","/work/home/dsprd1/applications/sup/feuillet/datastage/dataset/DS_RAP_ROUTAGE_EDIT_OSCAR_PENEF.ds","CustomOutput"
"Jx_FEUILLET_04_APP_ROUTAGE_EDIT_RELEVE","SUPprdJx_FEUILLET_04_APP_ROUTAGE_EDIT_RELEVElog.txt","NaN","NaN","#PAR_PATH_DATASET#DS_RAP_ROUTAGE_EDIT_OSCAR_PENEF_RELEVE.ds","/work/home/dsprd1/applications/sup/feuillet/datastage/dataset/DS_RAP_ROUTAGE_EDIT_OSCAR_PENEF_RELEVE.ds","CustomInput"
"Jx_FEUILLET_04_APP_ROUTAGE_EDIT_RELEVE","SUPprdJx_FEUILLET_04_APP_ROUTAGE_EDIT_RELEVElog.txt","NaN","NaN","#PAR_PATH_DATASET##PAR_FIC_COPSS_RELEVE#.ds","/work/home/dsprd1/applications/sup/feuillet/datastage/dataset/DFN001.ds","CustomOutput"
"Jx_FEUILLET_04_APP_ROUTAGE_EDIT_RELEVE","SUPprdJx_FEUILLET_04_APP_ROUTAGE_EDIT_RELEVElog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_REJETS#REJETS_NB_FONC_04_APP_#PAR_FIC_COPSS_ROUTAGE_EDIT#_#PAR_FIC_COPSS_RELEVE#.csv\(2)0","/work/home/dsprd1/applications/sup/feuillet/datastage/rejets/ROUTAG_FEUILLETN_EDIT_REQ/DFN001.csv","NaN","NaN","CustomInput"
"Jx_FEUILLET_04_APP_ROUTAGE_EDIT_RELEVE","SUPprdJx_FEUILLET_04_APP_ROUTAGE_EDIT_RELEVElog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_REJETS#REJETS_BL_FONC_04_APP_#PAR_FIC_COPSS_ROUTAGE_EDIT#_#PAR_FIC_COPSS_RELEVE#.csv\(2)0","/work/home/dsprd1/applications/sup/feuillet/datastage/rejets/ROUTAG_FEUILLETN_EDIT_REQ/DFN001.csv","NaN","NaN","CustomInput"
"Jx_TRACO_05_EXTR_PENEL_KEYLIG","SUPprdJx_TRACO_05_EXTR_PENEL_KEYLIGlog.txt","NaN","NaN","#PAR_PATH_DATASET#DS_05_EXTR_PENEL_KEYLIG.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_05_EXTR_PENEL_KEYLIG.ds","CustomInput"
"Jx_TRACO_05_EXTR_PENEL_KEYLIG","SUPprdJx_TRACO_05_EXTR_PENEL_KEYLIGlog.txt","NaN","NaN","#PAR_PATH_DATASET#DS_02_EXTR_PENEL_DATDECL_IDFIC_IDEXPLOIT.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_02_EXTR_PENEL_DATDECL_IDFIC_IDEXPLOIT.ds","CustomOutput"
"Jx_TRACO_03_RAP_WEBDR_ELIZA_PIVOT_KO_ULYSS","SUPprdJx_TRACO_03_RAP_WEBDR_ELIZA_PIVOT_KO_ULYSSlog.txt","NaN","NaN","#PAR_PATH_DATASET#DS_03_RAP_WEBDR_ELIZA_PIVOT_KO_ULYSS.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_03_RAP_WEBDR_ELIZA_PIVOT_KO_ULYSS.ds","CustomInput"
"Jx_TRACO_03_RAP_WEBDR_ELIZA_PIVOT_KO_ULYSS","SUPprdJx_TRACO_03_RAP_WEBDR_ELIZA_PIVOT_KO_ULYSSlog.txt","NaN","NaN","#PAR_PATH_DATASET#DS_01_EXTR_ULYSS.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_01_EXTR_ULYSS.ds","CustomOutput"
"Jx_TRACO_03_RAP_WEBDR_ELIZA_PIVOT_KO_ULYSS","SUPprdJx_TRACO_03_RAP_WEBDR_ELIZA_PIVOT_KO_ULYSSlog.txt","NaN","NaN","#PAR_PATH_DATASET#DS_03_RAP_WEBDR_ELIZA_PIVOT_KO.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_03_RAP_WEBDR_ELIZA_PIVOT_KO.ds","CustomOutput"
"Jx_TRACO_03_RAP_WEBDR_ELIZA_PIVOT","SUPprdJx_TRACO_03_RAP_WEBDR_ELIZA_PIVOT_KO_ULYSSlog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_LISTE_IDFIC_PROG_ELIZA_WEBDR#\(2)0","","NaN","NaN","CustomInput"
"Jx_TRACO_03_RAP_WEBDR_ELIZA_PIVOT","SUPprdJx_TRACO_03_RAP_WEBDR_ELIZA_PIVOT_KO_ULYSSlog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_LISTE_DATDECLT_PROG_ELIZA_WEBDR#\(2)0","","NaN","NaN","CustomInput"
"Jx_TRACO_03_RAP_WEBDR_ELIZA_PIVOT","SUPprdJx_TRACO_03_RAP_WEBDR_ELIZA_PIVOT_KO_ULYSSlog.txt","NaN","NaN","#PAR_PATH_DATASET#DS_01_APP_WEBDR_ELIZA_PT.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_01_APP_WEBDR_ELIZA_PT.ds","CustomOutput"
"Jx_TRACO_03_RAP_WEBDR_ELIZA_PIVOT","SUPprdJx_TRACO_03_RAP_WEBDR_ELIZA_PIVOT_KO_ULYSSlog.txt","NaN","NaN","#PAR_PATH_DATASET#DS_02_EXTR_PIVOT_PROG.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_02_EXTR_PIVOT_PROG.ds","CustomOutput"
"Jx_TRACO_03_RAP_WEBDR_ELIZA_PIVOT","SUPprdJx_TRACO_03_RAP_WEBDR_ELIZA_PIVOT_KO_ULYSSlog.txt","NaN","NaN","#PAR_PATH_DATASET#DS_03_RAP_WEBDR_ELIZA_PIVOT_OK.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_03_RAP_WEBDR_ELIZA_PIVOT_OK.ds","CustomInput"
"Jx_TRACO_03_RAP_WEBDR_ELIZA_PIVOT","SUPprdJx_TRACO_03_RAP_WEBDR_ELIZA_PIVOT_KO_ULYSSlog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_RESULTAT#SF_03_RAP_WEBDR_ELIZA_PIVOT_KO_#PAR_NUM_REPART#_#PAR_TRAITEMENT_DATE_TIME#.csv\(2)0","","NaN","NaN","CustomInput"
"Jx_TRACO_03_RAP_WEBDR_ELIZA_PIVOT","SUPprdJx_TRACO_03_RAP_WEBDR_ELIZA_PIVOT_KO_ULYSSlog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_LISTE_PROG_ELIZA_WEBDR#\(2)0","","NaN","NaN","CustomInput"
"Jx_FEUILLET_07_APP_DECOMPTE_ROUTAGE_EDIT","SUPprdJx_FEUILLET_07_APP_DECOMPTE_ROUTAGE_EDITlog.txt","NaN","NaN","#PAR_PATH_DATASET##PAR_FIC_COPSS_DECOMPTE#.ds","/work/home/dsprd1/applications/sup/feuillet/datastage/dataset/DFN003.ds","CustomOutput"
"Jx_FEUILLET_07_APP_DECOMPTE_ROUTAGE_EDIT","SUPprdJx_FEUILLET_07_APP_DECOMPTE_ROUTAGE_EDITlog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_REJETS#REJETS_NB_FONC_07_APP_#PAR_FIC_COPSS_DECOMPTE#_#PAR_FIC_COPSS_ROUTAGE_EDIT#.csv\(2)0","/work/home/dsprd1/applications/sup/feuillet/datastage/rejets/DFN003/ROUTAG_FEUILLETN_EDIT_REQ.csv","NaN","NaN","CustomInput"
"Jx_FEUILLET_07_APP_DECOMPTE_ROUTAGE_EDIT","SUPprdJx_FEUILLET_07_APP_DECOMPTE_ROUTAGE_EDITlog.txt","NaN","NaN","#PAR_PATH_DATASET#DS_RAP_ROUTAGE_EDIT_OSCAR_PENEF_DECOMPTE.ds","/work/home/dsprd1/applications/sup/feuillet/datastage/dataset/DS_RAP_ROUTAGE_EDIT_OSCAR_PENEF_DECOMPTE.ds","CustomOutput"
"Jx_FEUILLET_07_APP_DECOMPTE_ROUTAGE_EDIT","SUPprdJx_FEUILLET_07_APP_DECOMPTE_ROUTAGE_EDITlog.txt","NaN","NaN","#PAR_PATH_DATASET#DS_RAP_DECOMPTE_ROUTAGE_EDIT_OSCAR_PENEF.ds","/work/home/dsprd1/applications/sup/feuillet/datastage/dataset/DS_RAP_DECOMPTE_ROUTAGE_EDIT_OSCAR_PENEF.ds","CustomInput"
"Jx_REPART_01_EXTR_BI_IDE12_2","SUPprdJS_REPART_01_EXTR_BI_IDE12_2log.txt","NaN","NaN","#PAR_PATH_DATASET#DS_EXTRACT_BI_IDE12_FR.ds","/work/home/dsprd1/applications/sup/repar/datastage/dataset/DS_EXTRACT_BI_IDE12_FR.ds","CustomInput"
"Jx_REPART_01_EXTR_BI_IDE12_2","SUPprdJS_REPART_01_EXTR_BI_IDE12_2log.txt","NaN","NaN","#PAR_PATH_DATASET#DS_EXTRACT_BI_IDE12_EN.ds","/work/home/dsprd1/applications/sup/repar/datastage/dataset/DS_EXTRACT_BI_IDE12_EN.ds","CustomInput"
"Jx_REPART_01_EXTR_BI_IDE12_2","SUPprdJS_REPART_01_EXTR_BI_IDE12_2log.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_FIC_LISTE_COAD_IDE12_EN#\(2)0","/work/home/dsprd1/applications/sup/repar/datastage/ini/SF_Liste_COAD_IDE12_ENPAR_FIC_LISTE_COAD_IDE12_EN","NaN","NaN","CustomInput"
