"/Users/ganasene/Downloads/projet_xml_insyco/code/SUPprd.xml","B","C","D","E","F","I"
"jobN"," logfile"," fileValue"," realFilePath"," datasetValue"," realFilePathDataset","recordTypeRecord"
"Jx_REPART_05_CONVERT_CSV_XLS_IDE12","SUPprdJS_REPART_02_CONV_IDE12_CSV_XLSX_ZIP_FR_2log.txt","\(2)\(2)0\(1)\(3)file \(2)#PAR_PATH_RESULTAT_IDE12#OM-#PAR_NUM_REPART#-#PAR_NUM_COAD#.csv\(2)0","","NaN","NaN","CustomOutput"
"Jx_TRACO_05_RAP_OEUVCTX_INFOAD_KEYLIG","SUPprdJx_TRACO_05_RAP_OEUVCTX_INFOAD_KEYLIGlog.txt","NaN","NaN","#PAR_PATH_DATASET#DS_05_RAP_OEUVCTX_INFOAD_KEYLIG.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_05_RAP_OEUVCTX_INFOAD_KEYLIG.ds","CustomInput"
"Jx_TRACO_05_RAP_OEUVCTX_INFOAD_KEYLIG","SUPprdJx_TRACO_05_RAP_OEUVCTX_INFOAD_KEYLIGlog.txt","NaN","NaN","#PAR_PATH_DATASET#DS_02_EXTR_PENEF_KEYLIG.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_02_EXTR_PENEF_KEYLIG.ds","CustomOutput"
"Jx_TRACO_05_RAP_OEUVCTX_INFOAD_KEYLIG","SUPprdJx_TRACO_05_RAP_OEUVCTX_INFOAD_KEYLIGlog.txt","NaN","NaN","#PAR_PATH_DATASET#DS_04_RAP_OEUVCTX_INFOAD.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_04_RAP_OEUVCTX_INFOAD.ds","CustomOutput"
"Jx_TRACO_01_EXTR_PENEF_INFOAD_FILTRE","SUPprdJx_TRACO_01_EXTR_PENEF_INFOAD_FILTRElog.txt","NaN","NaN","#PAR_PATH_DATASET#DS_01_EXTR_PENEF_INFOAD_FILTRE.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_01_EXTR_PENEF_INFOAD_FILTRE.ds","CustomInput"
"Jx_TRACO_01_EXTR_PENEF_INFOAD_FILTRE","SUPprdJx_TRACO_01_EXTR_PENEF_INFOAD_FILTRElog.txt","NaN","NaN","#PAR_PATH_DATASET#DS_01_EXTR_PENEF_INFOAD.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_01_EXTR_PENEF_INFOAD.ds","CustomOutput"
"Jx_TRACO_01_EXTR_PENEF_INFOAD_FILTRE","SUPprdJx_TRACO_01_EXTR_PENEF_INFOAD_FILTRElog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_RESULTAT#SF_01_EXTR_PENEF_INFOAD_FILTRE.csv\(2)0","/work/home/dsprd1/applications/sup/traco/datastage/resultats/SF_01_EXTR_PENEF_INFOAD_FILTRE.csv","NaN","NaN","CustomInput"
"Jx_TRACO_01_EXTR_PENEF_INFOAD","SUPprdJx_TRACO_01_EXTR_PENEF_INFOAD_FILTRElog.txt","NaN","NaN","#PAR_PATH_DATASET#DS_01_EXTR_PENEF_INFOAD.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_01_EXTR_PENEF_INFOAD.ds","CustomInput"
"Jx_TRACO_01_EXTR_PENEF_INFOAD","SUPprdJx_TRACO_01_EXTR_PENEF_INFOAD_FILTRElog.txt","\(2)\(2)0\(1)\(3)file \(2)#PAR_PATH_SOURCES##PAR_FIC_INFOAD#_#PAR_NUM_REPART#_INFO_AD.csv\(2)0","FF_PENEF_647_INFO_AD.csv/647_INFO_AD.csv","NaN","NaN","CustomOutput"
"Jx_TRACO_01_EXTR_PENEF_INFOAD","SUPprdJx_TRACO_01_EXTR_PENEF_INFOAD_FILTRElog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_REJETS#REJ_#PAR_FIC_SELDR#_20190521112120.csv\(2)0","/work/home/dsprd1/applications/sup/traco/datastage/rejets/_20190521112120.csv","NaN","NaN","CustomInput"
"Jx_TRACO_01_APP_WEBDR_ELIZA_PT","SUPprdJx_TRACO_01_APP_WEBDR_ELIZA_PTlog.txt","NaN","NaN","#PAR_PATH_DATASET#DS_01_EXTR_ELIZAT_PROG_OEUV_PT.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_01_EXTR_ELIZAT_PROG_OEUV_PT.ds","CustomOutput"
"Jx_TRACO_01_APP_WEBDR_ELIZA_PT","SUPprdJx_TRACO_01_APP_WEBDR_ELIZA_PTlog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_SOURCES#SF_02_APP_WEBDR_ELIZA_PT.csv\(2)0","/work/home/dsprd1/applications/sup/traco/datastage/sources/SF_02_APP_WEBDR_ELIZA_PT.csv","NaN","NaN","CustomInput"
"Jx_TRACO_01_APP_WEBDR_ELIZA_PT","SUPprdJx_TRACO_01_APP_WEBDR_ELIZA_PTlog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_LISTE_PROG_ELIZA_WEBDR#\(2)0","/work/home/dsprd1/applications/sup/traco/datastage/ini/LISTE_PROG_ELIZA_WEBDRPAR_LISTE_PROG_ELIZA_WEBDR","NaN","NaN","CustomInput"
"Jx_TRACO_01_APP_WEBDR_ELIZA_PT","SUPprdJx_TRACO_01_APP_WEBDR_ELIZA_PTlog.txt","NaN","NaN","#PAR_PATH_DATASET#DS_01_APP_WEBDR_ELIZA_PT.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_01_APP_WEBDR_ELIZA_PT.ds","CustomInput"
"Jx_TRACO_01_APP_WEBDR_ELIZA_PT","SUPprdJx_TRACO_01_APP_WEBDR_ELIZA_PTlog.txt","NaN","NaN","#PAR_PATH_DATASET#DS_01_EXTR_CTRL_WEBDR.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_01_EXTR_CTRL_WEBDR.ds","CustomOutput"
"Jx_TRACO_02_EXTR_PENEL_DATDECL_IDFIC_IDEXPLOIT","SUPprdJx_TRACO_02_EXTR_PENEL_DATDECL_IDFIC_IDEXPLOITlog.txt","NaN","NaN","#PAR_PATH_DATASET#DS_02_EXTR_PENEL_DATDECL_IDFIC_IDEXPLOIT.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_02_EXTR_PENEL_DATDECL_IDFIC_IDEXPLOIT.ds","CustomInput"
"Jx_TRACO_02_EXTR_PENEL_DATDECL_IDFIC_IDEXPLOIT","SUPprdJx_TRACO_02_EXTR_PENEL_DATDECL_IDFIC_IDEXPLOITlog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_LISTE_IDEXPLOIT_PENEL#\(2)0","/work/home/dsprd1/applications/sup/traco/datastage/ini/LISTE_IDEXPLOIT_PENELPAR_LISTE_IDEXPLOIT_PENEL","NaN","NaN","CustomInput"
"Jx_TRACO_02_EXTR_PENEL_DATDECL_IDFIC_IDEXPLOIT","SUPprdJx_TRACO_02_EXTR_PENEL_DATDECL_IDFIC_IDEXPLOITlog.txt","NaN","NaN","#PAR_PATH_DATASET#DS_07_RAP_WEBDR_ELIZA_PIVOT_OK.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_07_RAP_WEBDR_ELIZA_PIVOT_OK.ds","CustomOutput"
"Jx_FEUILLET_05_CTRL_COPSS_DECOMPTE","SUPprdJS_FEUILLET_01_CTRL_FIClog.txt","NaN","NaN","#PAR_PATH_DATASET##PAR_FIC_COPSS_DECOMPTE#.ds","/work/home/dsprd1/applications/sup/feuillet/datastage/dataset/DFN003.ds","CustomInput"
"Jx_FEUILLET_05_CTRL_COPSS_DECOMPTE","SUPprdJS_FEUILLET_01_CTRL_FIClog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_REJETS#REJETS_BL_TECH_05_CTL_#PAR_FIC_COPSS_DECOMPTE#.csv\(2)0","/work/home/dsprd1/applications/sup/feuillet/datastage/rejets/DFN003.csv","NaN","NaN","CustomInput"
"Jx_FEUILLET_05_CTRL_COPSS_DECOMPTE","SUPprdJS_FEUILLET_01_CTRL_FIClog.txt","\(2)\(2)0\(1)\(3)file \(2)#PAR_PATH_SOURCES##PAR_FIC_COPSS_DECOMPTE#.txt\(2)0","/work/home/dsprd1/applications/sup/feuillet/datastage/sources/DFN003.txt","NaN","NaN","CustomOutput"
"Jx_FEUILLET_04_CTRL_COPSS_RELEVE","SUPprdJS_FEUILLET_01_CTRL_FIClog.txt","NaN","NaN","#PAR_PATH_DATASET##PAR_FIC_COPSS_RELEVE#.ds","/work/home/dsprd1/applications/sup/feuillet/datastage/dataset/DFN001.ds","CustomInput"
"Jx_FEUILLET_04_CTRL_COPSS_RELEVE","SUPprdJS_FEUILLET_01_CTRL_FIClog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_REJETS#REJETS_BL_TECH_04_CTL_#PAR_FIC_COPSS_RELEVE#.csv\(2)0","/work/home/dsprd1/applications/sup/feuillet/datastage/rejets/DFN001.csv","NaN","NaN","CustomInput"
"Jx_FEUILLET_04_CTRL_COPSS_RELEVE","SUPprdJS_FEUILLET_01_CTRL_FIClog.txt","\(2)\(2)0\(1)\(3)file \(2)#PAR_PATH_SOURCES##PAR_FIC_COPSS_RELEVE#.txt\(2)0","/work/home/dsprd1/applications/sup/feuillet/datastage/sources/DFN001.txt","NaN","NaN","CustomOutput"
"Jx_FEUILLET_06_CTRL_COPSS_AUTOFACT","SUPprdJS_FEUILLET_01_CTRL_FIClog.txt","NaN","NaN","#PAR_PATH_DATASET##PAR_FIC_COPSS_AUTOFACT#.ds","/work/home/dsprd1/applications/sup/feuillet/datastage/dataset/DFN004.ds","CustomInput"
"Jx_FEUILLET_06_CTRL_COPSS_AUTOFACT","SUPprdJS_FEUILLET_01_CTRL_FIClog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_REJETS#REJETS_BL_TECH_06_CTL_#PAR_FIC_COPSS_AUTOFACT#.csv\(2)0","/work/home/dsprd1/applications/sup/feuillet/datastage/rejets/DFN004.csv","NaN","NaN","CustomInput"
"Jx_FEUILLET_06_CTRL_COPSS_AUTOFACT","SUPprdJS_FEUILLET_01_CTRL_FIClog.txt","\(2)\(2)0\(1)\(3)file \(2)#PAR_PATH_SOURCES##PAR_FIC_COPSS_AUTOFACT#.txt\(2)0","/work/home/dsprd1/applications/sup/feuillet/datastage/sources/DFN004.txt","NaN","NaN","CustomOutput"
"Jx_FEUILLET_03_CTRL_COPSS_ROUTAGE_GED","SUPprdJS_FEUILLET_01_CTRL_FIClog.txt","NaN","NaN","#PAR_PATH_DATASETS##PAR_FIC_COPSS_ROUTAGE_GED#.ds","AD_FEUILLETN_GED_REQ.ds","CustomInput"
"Jx_FEUILLET_03_CTRL_COPSS_ROUTAGE_GED","SUPprdJS_FEUILLET_01_CTRL_FIClog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_REJETS#REJETS_BL_TECH_03_CTL_#PAR_FIC_COPSS_ROUTAGE_GED#.csv\(2)0","/work/home/dsprd1/applications/sup/feuillet/datastage/rejets/AD_FEUILLETN_GED_REQ.csv","NaN","NaN","CustomInput"
"Jx_FEUILLET_03_CTRL_COPSS_ROUTAGE_GED","SUPprdJS_FEUILLET_01_CTRL_FIClog.txt","\(2)\(2)0\(1)\(3)file \(2)#PAR_PATH_SOURCES#FF_COPSS_#PAR_NUM_REPART#_#PAR_FIC_COPSS_ROUTAGE_GED#.txt\(2)0","/work/home/dsprd1/applications/sup/feuillet/datastage/sources/647/AD_FEUILLETN_GED_REQ.txt","NaN","NaN","CustomOutput"
"Jx_FEUILLET_02_CTRL_COPSS_ROUTAGE_EDIT","SUPprdJS_FEUILLET_01_CTRL_FIClog.txt","NaN","NaN","#PAR_PATH_DATASET##PAR_FIC_COPSS_ROUTAGE_EDIT#.ds","/work/home/dsprd1/applications/sup/feuillet/datastage/dataset/ROUTAG_FEUILLETN_EDIT_REQ.ds","CustomInput"
"Jx_FEUILLET_02_CTRL_COPSS_ROUTAGE_EDIT","SUPprdJS_FEUILLET_01_CTRL_FIClog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_REJETS#REJETS_BL_TECH_02_CTL_#PAR_FIC_COPSS_ROUTAGE_EDIT#.csv\(2)0","/work/home/dsprd1/applications/sup/feuillet/datastage/rejets/ROUTAG_FEUILLETN_EDIT_REQ.csv","NaN","NaN","CustomInput"
"Jx_FEUILLET_02_CTRL_COPSS_ROUTAGE_EDIT","SUPprdJS_FEUILLET_01_CTRL_FIClog.txt","\(2)\(2)0\(1)\(3)file \(2)#PAR_PATH_SOURCES#FF_COPSS_#PAR_NUM_REPART#_#PAR_FIC_COPSS_ROUTAGE_EDIT#.txt\(2)0","/work/home/dsprd1/applications/sup/feuillet/datastage/sources/647/ROUTAG_FEUILLETN_EDIT_REQ.txt","NaN","NaN","CustomOutput"
"Jx_FEUILLET_01_CTRL_OSCAR","SUPprdJS_FEUILLET_01_CTRL_FIClog.txt","NaN","NaN","#PAR_PATH_DATASET##PAR_FIC_OSCAR#.ds","/work/home/dsprd1/applications/sup/feuillet/datastage/dataset/FF_EXTRACT_POPULATION_OSCAR.ds","CustomInput"
"Jx_FEUILLET_01_CTRL_OSCAR","SUPprdJS_FEUILLET_01_CTRL_FIClog.txt","\(2)\(2)0\(1)\(3)file \(2)#PAR_PATH_SOURCES##PAR_FIC_OSCAR#_#PAR_OSCAR_DATIME#.csv\(2)0","/work/home/dsprd1/applications/sup/feuillet/datastage/sources/FF_EXTRACT_POPULATION_OSCAR/20190619010010.csv","NaN","NaN","CustomOutput"
"Jx_FEUILLET_01_CTRL_OSCAR","SUPprdJS_FEUILLET_01_CTRL_FIClog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_REJETS#REJETS_BL_TECH_01_CTL_#PAR_FIC_OSCAR#.csv\(2)0","/work/home/dsprd1/applications/sup/feuillet/datastage/rejets/FF_EXTRACT_POPULATION_OSCAR.csv","NaN","NaN","CustomInput"
"Jx_TRACO_05_EXTR_PENEF_INFOAD_KEYLIG","SUPprdJx_TRACO_05_EXTR_PENEF_INFOAD_KEYLIGlog.txt","NaN","NaN","#PAR_PATH_DATASET#DS_05_EXTR_PENEF_INFOAD_KEYLIG.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_05_EXTR_PENEF_INFOAD_KEYLIG.ds","CustomInput"
"Jx_TRACO_05_EXTR_PENEF_INFOAD_KEYLIG","SUPprdJx_TRACO_05_EXTR_PENEF_INFOAD_KEYLIGlog.txt","NaN","NaN","#PAR_PATH_DATASET#DS_02_EXTR_PENEF_KEYLIG.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_02_EXTR_PENEF_KEYLIG.ds","CustomOutput"
"Jx_TRACO_05_EXTR_PENEF_INFOAD_KEYLIG","SUPprdJx_TRACO_05_EXTR_PENEF_INFOAD_KEYLIGlog.txt","NaN","NaN","#PAR_PATH_DATASET#DS_01_EXTR_PENEF_INFOAD.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_01_EXTR_PENEF_INFOAD.ds","CustomOutput"
"Jx_FEUILLET_05_APP_RELEVE_ROUTAGE_EDIT","SUPprdJx_FEUILLET_05_APP_RELEVE_ROUTAGE_EDITlog.txt","NaN","NaN","#PAR_PATH_DATASET##PAR_FIC_COPSS_RELEVE#.ds","/work/home/dsprd1/applications/sup/feuillet/datastage/dataset/DFN001.ds","CustomOutput"
"Jx_FEUILLET_05_APP_RELEVE_ROUTAGE_EDIT","SUPprdJx_FEUILLET_05_APP_RELEVE_ROUTAGE_EDITlog.txt","NaN","NaN","#PAR_PATH_DATASET#DS_RAP_ROUTAGE_EDIT_OSCAR_PENEF_RELEVE.ds","/work/home/dsprd1/applications/sup/feuillet/datastage/dataset/DS_RAP_ROUTAGE_EDIT_OSCAR_PENEF_RELEVE.ds","CustomOutput"
"Jx_FEUILLET_05_APP_RELEVE_ROUTAGE_EDIT","SUPprdJx_FEUILLET_05_APP_RELEVE_ROUTAGE_EDITlog.txt","NaN","NaN","#PAR_PATH_DATASET#DS_RAP_RELEVE_ROUTAGE_EDIT_OSCAR_PENEF.ds","/work/home/dsprd1/applications/sup/feuillet/datastage/dataset/DS_RAP_RELEVE_ROUTAGE_EDIT_OSCAR_PENEF.ds","CustomInput"
"Jx_FEUILLET_05_APP_RELEVE_ROUTAGE_EDIT","SUPprdJx_FEUILLET_05_APP_RELEVE_ROUTAGE_EDITlog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_REJETS#REJETS_NB_FONC_05_APP_#PAR_FIC_COPSS_RELEVE#_#PAR_FIC_COPSS_ROUTAGE_EDIT#.csv\(2)0","/work/home/dsprd1/applications/sup/feuillet/datastage/rejets/DFN001/ROUTAG_FEUILLETN_EDIT_REQ.csv","NaN","NaN","CustomInput"
"Jx_FEUILLET_01_FMT_ROUTAGE_EDIT_OSCAR_PENEF","SUPprdJS_FEUILLET_00_FORMAT_FIC_OSCAR_COPSSlog.txt","NaN","NaN","#PAR_PATH_DATASET#DS_RAP_ROUTAGE_EDIT_OSCAR_PENEF.ds","/work/home/dsprd1/applications/sup/feuillet/datastage/dataset/DS_RAP_ROUTAGE_EDIT_OSCAR_PENEF.ds","CustomOutput"
"Jx_FEUILLET_01_FMT_ROUTAGE_EDIT_OSCAR_PENEF","SUPprdJS_FEUILLET_00_FORMAT_FIC_OSCAR_COPSSlog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_RESULTAT##PAR_FIC_RESULTAT_EDIT_OSCAR#.csv\(2)0","/work/home/dsprd1/applications/sup/feuillet/datastage/resultats/FIC_RESULTAT_EDIT_OSCAR.csv","NaN","NaN","CustomInput"
"Jx_FEUILLET_01_FMT_ROUTAGE_EDIT_OSCAR_PENEF","SUPprdJS_FEUILLET_00_FORMAT_FIC_OSCAR_COPSSlog.txt","NaN","NaN","#PAR_PATH_DATASET#DS_RAP_ROUTAGE_GED_OSCAR_PENEF.ds","/work/home/dsprd1/applications/sup/feuillet/datastage/dataset/DS_RAP_ROUTAGE_GED_OSCAR_PENEF.ds","CustomOutput"
"Jx_FEUILLET_01_FMT_ROUTAGE_EDIT_OSCAR_PENEF","SUPprdJS_FEUILLET_00_FORMAT_FIC_OSCAR_COPSSlog.txt","NaN","NaN","#PAR_PATH_DATASET#DS_RAP_RELEVE_ROUTAGE_EDIT_OSCAR_PENEF.ds","/work/home/dsprd1/applications/sup/feuillet/datastage/dataset/DS_RAP_RELEVE_ROUTAGE_EDIT_OSCAR_PENEF.ds","CustomOutput"
"Jx_FEUILLET_01_FMT_ROUTAGE_EDIT_OSCAR_PENEF","SUPprdJS_FEUILLET_00_FORMAT_FIC_OSCAR_COPSSlog.txt","NaN","NaN","#PAR_PATH_DATASET#DS_RAP_DECOMPTE_ROUTAGE_EDIT_OSCAR_PENEF.ds","/work/home/dsprd1/applications/sup/feuillet/datastage/dataset/DS_RAP_DECOMPTE_ROUTAGE_EDIT_OSCAR_PENEF.ds","CustomOutput"
"Jx_FEUILLET_01_FMT_ROUTAGE_EDIT_OSCAR_PENEF","SUPprdJS_FEUILLET_00_FORMAT_FIC_OSCAR_COPSSlog.txt","NaN","NaN","#PAR_PATH_DATASET#DS_RAP_AUTOFACT_ROUTAGE_EDIT_OSCAR_PENEF.ds","/work/home/dsprd1/applications/sup/feuillet/datastage/dataset/DS_RAP_AUTOFACT_ROUTAGE_EDIT_OSCAR_PENEF.ds","CustomOutput"
"Jx_FEUILLET_01_FMT_ROUTAGE_EDIT_OSCAR_PENEF","SUPprdJS_FEUILLET_00_FORMAT_FIC_OSCAR_COPSSlog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_RESULTAT##PAR_FIC_RESULTAT_GED_OSCAR#.csv\(2)0","/work/home/dsprd1/applications/sup/feuillet/datastage/resultats/FIC_RESULTAT_GED_OSCAR.csv","NaN","NaN","CustomInput"
"Jx_FEUILLET_01_FMT_ROUTAGE_EDIT_OSCAR_PENEF","SUPprdJS_FEUILLET_00_FORMAT_FIC_OSCAR_COPSSlog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_RESULTAT##PAR_FIC_RESULTAT_RELEVE#.csv\(2)0","/work/home/dsprd1/applications/sup/feuillet/datastage/resultats/FIC_RESULTAT_RELEVE.csv","NaN","NaN","CustomInput"
"Jx_FEUILLET_01_FMT_ROUTAGE_EDIT_OSCAR_PENEF","SUPprdJS_FEUILLET_00_FORMAT_FIC_OSCAR_COPSSlog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_RESULTAT##PAR_FIC_RESULTAT_DECOMPTE#.csv\(2)0","/work/home/dsprd1/applications/sup/feuillet/datastage/resultats/FIC_RESULTAT_DECOMPTE.csv","NaN","NaN","CustomInput"
"Jx_FEUILLET_01_FMT_ROUTAGE_EDIT_OSCAR_PENEF","SUPprdJS_FEUILLET_00_FORMAT_FIC_OSCAR_COPSSlog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_RESULTAT##PAR_FIC_RESULTAT_AUTOFACT#.csv\(2)0","/work/home/dsprd1/applications/sup/feuillet/datastage/resultats/FIC_RESULTAT_AUTOFACT.csv","NaN","NaN","CustomInput"
"Jx_FEUILLET_02_APP_ROUTAGE_EDIT_OSCAR_PENEF","SUPprdJS_FEUILLET_02_APP_ROUTAGE_EDIT_OSCAR_PENEFlog.txt","NaN","NaN","#PAR_PATH_DATASET#DS_EXTRACT_PENEF.ds","/work/home/dsprd1/applications/sup/feuillet/datastage/dataset/DS_EXTRACT_PENEF.ds","CustomOutput"
"Jx_FEUILLET_02_APP_ROUTAGE_EDIT_OSCAR_PENEF","SUPprdJS_FEUILLET_02_APP_ROUTAGE_EDIT_OSCAR_PENEFlog.txt","NaN","NaN","#PAR_PATH_DATASET#DS_RAP_ROUTAGE_EDIT_OSCAR_PENEF.ds","/work/home/dsprd1/applications/sup/feuillet/datastage/dataset/DS_RAP_ROUTAGE_EDIT_OSCAR_PENEF.ds","CustomInput"
"Jx_FEUILLET_02_APP_ROUTAGE_EDIT_OSCAR_PENEF","SUPprdJS_FEUILLET_02_APP_ROUTAGE_EDIT_OSCAR_PENEFlog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_REJETS#REJETS_NB_FONC_02_APP_#PAR_FIC_COPSS_ROUTAGE_EDIT#_PENEF.csv\(2)0","/work/home/dsprd1/applications/sup/feuillet/datastage/rejets/ROUTAG_FEUILLETN_EDIT_REQ_PENEF.csv","NaN","NaN","CustomInput"
"Jx_FEUILLET_02_APP_ROUTAGE_EDIT_OSCAR_PENEF","SUPprdJS_FEUILLET_02_APP_ROUTAGE_EDIT_OSCAR_PENEFlog.txt","NaN","NaN","#PAR_PATH_DATASET##PAR_FIC_OSCAR#.ds","/work/home/dsprd1/applications/sup/feuillet/datastage/dataset/FF_EXTRACT_POPULATION_OSCAR.ds","CustomOutput"
"Jx_FEUILLET_02_APP_ROUTAGE_EDIT_OSCAR_PENEF","SUPprdJS_FEUILLET_02_APP_ROUTAGE_EDIT_OSCAR_PENEFlog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_REJETS#REJETS_BL_FONC_02_APP_#PAR_FIC_COPSS_ROUTAGE_EDIT#_OSCAR.csv\(2)0","/work/home/dsprd1/applications/sup/feuillet/datastage/rejets/ROUTAG_FEUILLETN_EDIT_REQ_OSCAR.csv","NaN","NaN","CustomInput"
"Jx_FEUILLET_02_APP_ROUTAGE_EDIT_OSCAR_PENEF","SUPprdJS_FEUILLET_02_APP_ROUTAGE_EDIT_OSCAR_PENEFlog.txt","NaN","NaN","#PAR_PATH_DATASET##PAR_FIC_COPSS_ROUTAGE_EDIT#.ds","/work/home/dsprd1/applications/sup/feuillet/datastage/dataset/ROUTAG_FEUILLETN_EDIT_REQ.ds","CustomOutput"
"Jx_FEUILLET_06_APP_ROUTAGE_EDIT_DECOMPTE","SUPprdJS_FEUILLET_06_APP_ROUTAGE_EDIT_DECOMPTElog.txt","NaN","NaN","#PAR_PATH_DATASET##PAR_FIC_COPSS_DECOMPTE#.ds","/work/home/dsprd1/applications/sup/feuillet/datastage/dataset/DFN003.ds","CustomOutput"
"Jx_FEUILLET_06_APP_ROUTAGE_EDIT_DECOMPTE","SUPprdJS_FEUILLET_06_APP_ROUTAGE_EDIT_DECOMPTElog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_REJETS#REJETS_BL_FONC_06_APP_#PAR_FIC_COPSS_ROUTAGE_EDIT#_#PAR_FIC_COPSS_DECOMPTE#.csv\(2)0","/work/home/dsprd1/applications/sup/feuillet/datastage/rejets/ROUTAG_FEUILLETN_EDIT_REQ/DFN003.csv","NaN","NaN","CustomInput"
"Jx_FEUILLET_06_APP_ROUTAGE_EDIT_DECOMPTE","SUPprdJS_FEUILLET_06_APP_ROUTAGE_EDIT_DECOMPTElog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_REJETS#REJETS_NB_FONC_06_APP_#PAR_FIC_COPSS_ROUTAGE_EDIT#_#PAR_FIC_COPSS_DECOMPTE#.csv\(2)0","/work/home/dsprd1/applications/sup/feuillet/datastage/rejets/ROUTAG_FEUILLETN_EDIT_REQ/DFN003.csv","NaN","NaN","CustomInput"
"Jx_FEUILLET_06_APP_ROUTAGE_EDIT_DECOMPTE","SUPprdJS_FEUILLET_06_APP_ROUTAGE_EDIT_DECOMPTElog.txt","NaN","NaN","#PAR_PATH_DATASET#DS_RAP_ROUTAGE_EDIT_OSCAR_PENEF.ds","/work/home/dsprd1/applications/sup/feuillet/datastage/dataset/DS_RAP_ROUTAGE_EDIT_OSCAR_PENEF.ds","CustomOutput"
"Jx_FEUILLET_06_APP_ROUTAGE_EDIT_DECOMPTE","SUPprdJS_FEUILLET_06_APP_ROUTAGE_EDIT_DECOMPTElog.txt","NaN","NaN","#PAR_PATH_DATASET#DS_RAP_ROUTAGE_EDIT_OSCAR_PENEF_DECOMPTE.ds","/work/home/dsprd1/applications/sup/feuillet/datastage/dataset/DS_RAP_ROUTAGE_EDIT_OSCAR_PENEF_DECOMPTE.ds","CustomInput"
"PIVOLExtrTitrPourUlyssEtPenel40OraExtrEtChrgVentes","SUPprdBatch__fPIVOLExtrTitrPourUlyssEtPenel_TESTlog.txt","\(2)\(2)0\(1)\(3)file\(2)#ParRepTmp##ParFicRapprochVte#\(2)0","","NaN","NaN","CustomInput"
"PIVOLExtrTitrPourUlyssEtPenel40OraExtrEtChrgVentes_TEST","SUPprdBatch__fPIVOLExtrTitrPourUlyssEtPenel_TESTlog.txt","\(2)\(2)0\(1)\(3)file\(2)#ParRepTmp##ParFicRapprochVte#\(2)0","","NaN","NaN","CustomInput"
"Jx_TRACO_01_EXTR_ELIZAT_PROG_OEUV_PT","SUPprdJx_TRACO_01_EXTR_ELIZAT_PROG_OEUV_PTlog.txt","NaN","NaN","#PAR_PATH_DATASET#DS_01_EXTR_ELIZAT_PROG_OEUV_PT.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_01_EXTR_ELIZAT_PROG_OEUV_PT.ds","CustomInput"
"Jx_TRACO_05_EXTR_PIVOT_SEANCES","SUPprdJx_TRACO_05_EXTR_PIVOT_SEANCESlog.txt","NaN","NaN","#PAR_PATH_DATASET#DS_Extract_PIVOT_SEANCES.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_Extract_PIVOT_SEANCES.ds","CustomInput"
